ID,AAA,ALA,Departamento,Provincia,Distrito,Clase,Uso,Q_l_seg,Q_m3_seg,Q_m3_dia,Volumen_m3_anual,Usuario,Fuente,Zona,Este,Norte,Link
184,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,4.11,0.0041,355.1,129600,INGENIERIA EN CARTONES Y PAPELES S.A.C.,Acuifero LURIN,18,301212,8641498,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0345-2021-04.pdf"
185,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chorrillos,Licencia,Industrial,4.17,0.0042,360,131400,ESMERALDA CORP S.A.C,Acuifero RIMAC,18,284930,8649210,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0364-2021-04.pdf"
186,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chorrillos,Licencia,Industrial,4.63,0.0046,399.6,145854,ESMERALDA CORP S.A.C.,Acuifero RIMAC,18,284785,8649270,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0365-2021-04.pdf"
187,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,4.76,0.0048,411.1,150052,TEXTILES CARRASCO S.A.C.,Acuifero RIMAC,18,291987,8671518,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0654-2021-04.pdf"
188,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,0.14,0.0001,11.9,4339.59,GCZ INGENIEROS S.A.C.,Acuifero LURIN,18,285357,8647979,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0158-2021-04.pdf"
189,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,6.75,0.0068,583.2,212868,OPP FILM S.A.,Acuifero LURIN,18,296120,8641496,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0199-2021-04.pdf"
190,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Huarochiri,San Antonio,Licencia,Industrial,5.25,0.0053,453.6,165564,FABRICA PERUANA ETERNIT S.A.,Acuifero RIMAC,18,294762,8678474,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0201-2021-04.pdf"
191,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.05,0.0001,4.3,1576.8,EMPRESA VIDRIERIA ARMO S.A.C.,Acuifero RIMAC,18,289260,8671408,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1365-2022-04.pdf"
192,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,0.57,0.0006,49.5,18079.2,MASTERBREAD S.A.,Acuifero RIMAC,18,301250,8673703,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1419-2022-04.pdf"
193,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.63,0.0006,54,19710,PROLISA S.A.,Acuifero RIMAC,18,288788,8669803,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0622-2022-04.pdf"
194,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.42,0.0004,36,13140,T&C REPRESENTACIONES S.R.LTDA.,Acuifero LURIN,18,295311,8644723,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0630-2022-04.pdf"
195,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,8.75,0.0088,756.1,275960.57,EMPRESA FAST DYE S.A.C,Acuifero RIMAC,18,289168,8670660,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1056-2022-04.pdf"
196,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,110,0.11,9504,3468960,QUIMPAC S.A.,Acuifero CHILLON / Acuifero CHILLON / Acuifero CHILLON,18,268395,8675620,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1094-2022-04.pdf"
197,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.82,0.0008,71,25920,MECANO COLOR  S.A.C.,Acuifero RIMAC,18,291514,8671110,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0709-2022-03.pdf"
198,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.83,0.0008,71.7,26166.6,INSTITUTO QUIMIOTERAPICO S.A. (IQFARMA S.A.),Acuifero RIMAC,18,291895,8670250,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0816-2022-03.pdf"
199,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.82,0.0008,71,25920,MECANO COLOR  S.A.C.,Acuifero RIMAC,18,291514,8671110,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0832-2022-02.pdf"
200,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,33.33,0.0333,2880,1051200,LECHE GLORIA S.A.C.,Acuifero RIMAC,18,292246,8671935,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0852-2022-03.pdf"
201,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,12.06,0.0121,1042,380324.2,INTRADEVCO INDUSTRIAL S.A.,Acuifero LURIN,18,299627,8639671,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0900-2022-05.pdf"
202,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2.14,0.0021,184.6,67392,SERVICIOS TEXTILES ASOCIADOS S.A.C.,Acuifero RIMAC,18,285243,8665554,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0188-2022-05.pdf"
203,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,5,0.005,432,157680,REACTIVOS NACIONALES S.A.,Acuifero RIMAC / Acuifero RIMAC,18,268794,8673963,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0875-2020-06.pdf"
204,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.43,0.0004,37,13515,LINDE PERï¿½ S.R.L.,Acuifero RIMAC,18,268247,8675069,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1236-2020-02.pdf"
205,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,3.38,0.0034,292.2,106646.4,TEXTIL EL AMAZONAS S.A,Acuifero RIMAC / Acuifero RIMAC,18,275630,8667732,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0314-2019-05.pdf"
206,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Carmen De La Legua Reynoso,Licencia,Industrial,0.48,0.0005,41.1,15000,ALICORP S.A.A,Acuifero RIMAC,18,272196,8667453,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0101-2021-06.pdf"
207,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Carmen De La Legua Reynoso,Licencia,Industrial,4.76,0.0048,411,150000,ALICORP S.A.A,Acuifero RIMAC,18,271941,8667421,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0101-2021-06.pdf"
208,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.95,0.001,82.2,30000,ALICORP S.A.A,Acuifero RIMAC,18,266489,8665229,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0101-2021-06.pdf"
209,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,4.17,0.0042,360,131400.02,ALICORP S.A.A,Acuifero RIMAC,18,276139,8667706,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0101-2021-06.pdf"
210,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.99,0.001,85.7,31288,PRODUCTOS NATURALES DE EXPORTACION S.A. (PRONEX S.A.),Acuifero LURIN,18,299887,8640419,"https://file2.ana.gob.pe/dir_rada/16/16-RD-0261-2020-05.pdf"
211,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Villa El Salvador,Licencia,Industrial,3.82,0.0038,330.3,120546.4,COMPANIA MINERA LUREN S.A.,Acuifero LURIN,18,287826,8646288,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0267-2020-05.pdf"
212,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,28.77,0.0288,2485.5,907200,AJEPER S.A.,Acuifero RIMAC,18,290755,8670715,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0405-2020-05.pdf"
213,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Pachacamac,Licencia,Industrial,0.19,0.0002,16.1,5890,APIMAS S.A.C.,Acuifero RIMAC,18,297549,8646987,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0807-2020-06.pdf"
214,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,8.33,0.0083,720,262800,CREDITEX S.A.A.,Acuifero RIMAC,18,287297,8666223,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0427-2024-03.pdf"
215,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Canete,Chilca,Licencia,Industrial,8.99,0.009,776.9,283555.68,PORCELANATO LATINO S.A.C.,Acuifero CHILCA,18,313857,8617895,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0434-2024-04.pdf"
216,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2,0.002,172.8,63072,FOKA E.I.R.L.,Acuifero CHILLON,18,268473,8673557,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0439-2024-03.pdf"
217,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,8.1,0.0081,700,255500,CREDITEX S.A.A.,Acuifero RIMAC,18,287297,8666223,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0462-2024-03.pdf"
218,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.39,0.0004,34.1,12441.61,EMPRESA ULTRA FRIO S.A.C.,Acuifero CHILLON,18,268085,8672365,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2941-2017-06.pdf"
219,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.88,0.0009,75.6,27594,SODIMAC PERï¿½ S.A.,Acuifero LURIN,18,301625,8643089,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2944-2017-06.pdf"
220,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,10,0.01,864,315360,COMPLEJO INDUSTRIAL SKAVOS S.A.C.,Acuifero CHILLON,18,267789,8676699,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1607-2017-05.pdf"
221,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,2.29,0.0023,198,72270,ZINC INDUSTRIAS NACIONALES S.A.,Acuifero CHILLON,18,268463,8675940,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0635-2024-04.pdf"
222,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.04,0.001,89.6,32721,FARGOLINE S.A.,Acuifero CHILLON,18,268274,8676723,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0868-2024-04.pdf"
223,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Los Olivos,Licencia,Industrial,10.65,0.0106,920.1,335836.8,COFACO INDUSTRIES S.A.C.,Acuifero CHILLON,18,274824,8677712,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0911-2024-03.pdf"
224,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,1.45,0.0015,125.3,45748.56,INVERSIONES MEDIA LUNA S.A.C.,Acuifero RIMAC,18,290038,8674119,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1120-2024-05.pdf"
225,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.47,0.0005,40.3,14700,INMOBIDEAS S.A.C.,Acuifero LURIN,18,300576,8641475,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1152-2024-06.pdf"
226,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Pachacamac,Licencia,Industrial,0.02,0,2.1,748.8,AGRICOLA SANTIAGO QUEIROLO S.A.C.,Acuifero LURIN,18,297390,8649078,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1164-2024-05.pdf"
227,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.12,0.0001,10.5,3840,SAAVEDRA TEXTIL S.A.C.,Acuifero RIMAC,18,287898,8670602,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1307-2024-03.pdf"
228,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,7.5,0.0075,648,236520,OWENS ILLINOIS PERï¿½ S.A.,Acuifero CHILLON,18,300854,8639765,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1232-2024-04.pdf"
229,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,16.44,0.0164,1420.3,518400,UNION DE CERVECERIAS PERUANAS BACKUS Y JOHNSTON S.A.A.,Acuifero RIMAC / Acuifero RIMAC,18,288517,8667498,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0082-2023-04.pdf"
230,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.07,0.0001,6.2,2246.4,TEXFINA S.A,Acuifero RIMAC,18,269964,8671724,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0188-2019-05.pdf"
231,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,5,0.005,432,157680,HILANDERIA DE ALGODON PERUANO S.A,Acuifero RIMAC,18,283310,8670533,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0228-2019-04.pdf"
232,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,21.42,0.0214,1850.5,675422.28,CARTONES VILLA MARINA S.A.,Acuifero RIMAC,18,292876,8673180,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1271-2024-03.pdf"
233,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,4,0.004,345.6,126144,APJL TEXTIL S.A.C.,Acuifero RIMAC,18,286285,8670126,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1292-2024-04.pdf"
234,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,10,0.01,864,315360,"BALLEN SAYï¿½N, CAROLINA",Acuifero RIMAC,18,289190,8668565,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1556-2024-04.pdf"
235,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chaclacayo,Licencia,Industrial,5.65,0.0057,488.4,178262,INDUSTRIAS DEL PAPEL S.A.,Acuifero RIMAC,18,301072,8673902,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1628-2024-03.pdf"
236,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.05,0.0011,91.1,33234,CONGELADO SUPERFISH S.A.C.,Acuifero RIMAC,18,267809,8672667,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1387-2024-03.pdf"
237,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.97,0.002,170.4,62208,LINDE PERU S.R.L.,Acuifero CHILLON,18,268247,8675069,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0119-2021-03.pdf"
238,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,8.55,0.0085,738.5,269568,MODAS DIVERSAS DEL PERU S.A.C.,Acuifero RIMAC,18,286244,8670431,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2593-2017-06.pdf"
239,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,0.09,0.0001,7.5,2750.2,CENTER PLAST AREQUIPA S.A.C.,Acuifero CHILLON,18,275007,8681382,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2274-2017-06.pdf"
240,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.53,0.0005,46,16796,PISOPAK PERU S.A.C.,Acuifero RIMAC,18,287916,8667219,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1972-2017-04.pdf"
241,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,10,0.01,864,315360,INMOBILIARIA ALMONTE S.A.C.,Acuifero LURIN,18,301025,8641261,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1777-2017-06.pdf"
242,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Santa Anita,Licencia,Industrial,3.57,0.0036,308.6,112629,VIDRIERIA 28 DE JULIO S.A.C.,Acuifero RIMAC,18,286437,8667665,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0928-2017-04.pdf"
243,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurin,Licencia,Industrial,0.83,0.0008,72,26280,PURATOS PERU S.A.,Acuifero LURIN,18,300402,8640464,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0933-2017-04.pdf"
244,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,8.48,0.0085,732.6,267385.44,CALSA PERï¿½ S.A.C.,Acuifero RIMAC / Acuifero RIMAC,18,268190,8666959,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0408-2017-04.pdf"
245,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Los Olivos,Licencia,Industrial,5.54,0.0055,478.8,174762,MOLITALIA S.A.,Acuifero CHILLON,18,275058,8676992,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0806-2018-03.pdf"
246,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,0.73,0.0007,63,22995,RINTI S.A.,Acuifero RIMAC,18,300155,8673398,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0062-2018-06.pdf"
247,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,4.44,0.0044,383.5,139969.16,EMPRESA PESQUERA DIAMANTE S.A.,Acuifero CHILLON,18,267973,8672629,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0357-2017-02.pdf"
248,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,9.04,0.009,781.2,285120.66,EMPRESA PESQUERA DIAMANTE S.A.,Acuifero CHILLON,18,267985,8672628,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0358-2017-02.pdf"
249,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.71,0.0007,61.7,22525.71,DIOMEDES LLOCLLA PERALTA,Acuifero RIMAC,18,291272,8670868,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0054-2018-04.pdf"
250,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.5,0.0005,43.2,15768,INVERSIONES KAJATT S.A.C.,Acuifero RIMAC,18,270707,8671000,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0947-2017-06.pdf"
251,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,2.86,0.0029,246.9,90102.86,CONFECCIONES TEXTIMAX S.A.,Acuifero RIMAC,18,288129,8667293,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0963-2017-04.pdf"
252,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.57,0.0006,49.4,18020.57,INVERSIONES MARITIMAS UNIVERSALES PERU,Acuifero CHILLON,18,268113,8676143,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1044-2017-05.pdf"
253,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,14.85,0.0149,1283,468309.6,LAIVE S.A.,Acuifero RIMAC,18,294177,8669659,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1137-2017-04.pdf"
254,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,0.89,0.0009,77.1,28158,RANSA COMERCIAL S.A.C.,Acuifero CHILLON,18,268601,8677245,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0467-2017-04.pdf"
255,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Juan De Lurigancho,Licencia,Industrial,21.48,0.0215,1855.8,677376,NK MANAGEMENT S.A.,Acuifero RIMAC,18,282855,8670653,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1519-2017-03.pdf"
256,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2.5,0.0025,216,78840,REACTIVOS NACIONALES S.A.,Acuifero CHILLON,18,268796,8673960,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1522-2017-04.pdf"
257,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.79,0.0018,155,56566.65,INDUSTRIAS DEL ENVASE S.A.,Acuifero RIMAC,18,269889,8671878,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1390-2017-05.pdf"
258,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Chorrillos,Licencia,Industrial,1.67,0.0017,144,52560,ESMERALDA CORP S.A.C.,Acuifero RIMAC,18,284619,8648985,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1391-2017-04.pdf"
259,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.98,0.002,171,62400,CLOROX PERU S.A.,Acuifero RIMAC,18,270632.33,8670973.8,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1461-2017-02.pdf"
260,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,33.75,0.0338,2916,1064340,SUDAMERICA DE FIBRAS S.A.,Acuifero CHILLON,18,268526,8674345,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1106-2016-04.pdf"
261,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,0.29,0.0003,24.7,9010.29,"ABUGATTAS ABUID, CESAR DANIEL / MAKHLOUF DAOUD, JACQUELINE",Acuifero LURIN,18,292471,8671210,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0985-2016-03.pdf"
262,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lurigancho,Licencia,Industrial,1.43,0.0014,123.4,45048,PARQUE INDUSTRIAL HUACHIPA S.A.C.,Acuifero RIMAC,18,290384,8672906,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0786-2016-03.pdf"
263,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Puente Piedra,Licencia,Industrial,1.43,0.0014,123.4,45048,ECOAJE S.A.C.,Acuifero CHILLON,18,275015,8688004,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1793-2016-03.pdf"
264,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Comas,Licencia,Industrial,0.04,0,3.6,1314,C.A.M.E. CONTRATISTAS Y SERVICIOS GENERALES S.A,Acuifero RIMAC,18,275180,8681288,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1832-2016-04.pdf"
265,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Ventanilla,Licencia,Industrial,25,0.025,2160,788400,REFINERIA LA PAMPILLA S.A.A. (RELAPASSA),Acuifero CHILLON,18,268165,8680721,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2125-2016-03.pdf"
266,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Martin De Porres,Licencia,Industrial,32.7,0.0327,2825.3,1031227.2,REFINERIA LA PAMPILLA S.A.A. (RELAPASAA),Acuifero CHILLON,18,270254,8678267,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2175-2016-03.pdf"
267,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Bellavista,Licencia,Industrial,1.44,0.0014,124.2,45333,OWENS ILLINOIS PERU S.A.,Acuifero RIMAC,18,272195,8665900,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2326-2016-02.pdf"
268,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,34.73,0.0347,3000.8,1095306,APM TERMINALS CALLAO S.A.,Acuifero RIMAC / Acuifero RIMAC / Acuifero RIMAC,18,267010,8667020,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2508-2016-03.pdf"
269,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.39,0.0014,120.3,43925.14,HIELOS BAJO CERO S.A.C.,Acuifero CHILLON,18,268102,8673595,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2385-2016-03.pdf"
270,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,1.24,0.0012,107,39044.57,PPFISH S.A.C.,Acuifero CHILLON,18,268070,8673600,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2386-2016-03.pdf"
271,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Martin De Porres,Licencia,Industrial,32.5,0.0325,2808,1024920,REFINERIA LA PAMPILLA S.A.,Acuifero CHILLON,18,269532,8678478,"https://file2.ana.gob.pe/dir_rada/19/19-RD-2474-2016-03.pdf"
272,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,San Martin De Porres,Licencia,Industrial,35,0.035,3024,1103760,REFINERIA LA PAMPILLA S.A.A.,Acuifero CHILLON,18,269790,8678270,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1980-2015-04.pdf"
273,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Ate,Licencia,Industrial,1.97,0.002,170.6,62263.89,A.W. FABER CASTELL PERUANA S.A.,Acuifero RIMAC,18,286334,8666497,"https://file2.ana.gob.pe/dir_rada/19/19-RD-1966-2015-03.pdf"
274,Canete Fortaleza,Chillon - Rimac - Lurin,Callao,Callao,Callao,Licencia,Industrial,2.3,0.0023,198.8,72577,PANAMERICAN PORT SERVICES S.A.C.,Acuifero RIMAC,18,269455,8667083,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0448-2016-03.pdf"
275,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,4.52,0.0045,390.6,142560,ARIS INDUSTRIAL S.A.,Acuifero RIMAC,18,274267,8668157,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0754-2016-04.pdf"
276,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,6.27,0.0063,541.8,197757,ARIS INDUSTRIAL S.A.,Acuifero RIMAC,18,274170,8668292,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0758-2016-04.pdf"
277,Canete Fortaleza,Chillon - Rimac - Lurin,Lima,Lima,Lima,Licencia,Industrial,2.83,0.0028,244.8,89352,MONDELEZ PERU S.A.,Acuifero RIMAC,18,275184,8666385,"https://file2.ana.gob.pe/dir_rada/19/19-RD-0586-2016-03.pdf"
